Student Name,Gender,Attendance,Feedback,Study Hours,Data Science Marks
Student117,M,0.8333333333333334,like cours much way organis collect differ data scientist opinion topic make valuabl one start road data scienc,0.7857142857142857,0.7625
Student118,M,0.16666666666666666,data scienc assign challeng reward,0.0,0.125
Student119,F,0.8,data scienc lab session provid valuabl hand experi,0.2857142857142857,0.325
Student120,F,0.5,enjoy learn data scienc applic,0.5714285714285714,0.5375
Student121,M,0.7333333333333333,data scienc assign challeng reward,0.6428571428571429,0.675
Student122,M,1.0,find data scienc cours materi engag relev,0.21428571428571427,0.25
Student123,M,0.5666666666666667,find data scienc cours materi engag relev,0.5,0.5
Student124,F,0.26666666666666666,instructor explan data scienc lectur clear easi understand,0.5714285714285714,0.625
Student125,F,0.9666666666666667,enjoy learn data scienc applic,0.0,0.1125
Student126,F,0.06666666666666667,like cours much way organis collect differ data scientist opinion topic make valuabl one start road data scienc,0.5,0.55
Student127,M,0.7333333333333333,wish interact session data scienc cours,0.5,0.4375
Student128,M,0.8333333333333334,would like resourc self studi data scienc,0.2857142857142857,0.3
Student129,M,0.7333333333333333,great cours,0.6428571428571429,0.6375
Student130,F,0.5,throughli enjoy cours fact everyth explain thoroughli alway enjoy dr white person experi data scienc well data scientist point view,0.07142857142857142,0.1125
Student131,F,0.1,poor cours overal much meat introduct subject could given one hour lesson,0.7857142857142857,0.775
Student132,F,0.43333333333333335,data scienc lab session provid valuabl hand experi,0.42857142857142855,0.375
Student133,M,0.1,instructor explan data scienc lectur clear easi understand,0.9285714285714286,0.9125
Student134,F,0.9,interest topic,0.7142857142857143,0.6375
Student135,F,0.5666666666666667,appreci guest lectur industri profession data scienc cours,0.7142857142857143,0.7125
Student136,M,0.5666666666666667,learn experi beginn d instructor cours simplifi content made could easili understand tool materi help start,0.2857142857142857,0.3
Student137,F,0.5666666666666667,great cours,1.0,0.9875
Student138,F,0.9,enjoy lectur,0.7857142857142857,0.7625
Student139,F,0.8666666666666667,find practic exercis data scienc help,0.2857142857142857,0.375
Student141,M,0.06666666666666667,like cours much way organis collect differ data scientist opinion topic make valuabl one start road data scienc,0.7857142857142857,0.7625
Student142,M,0.8333333333333334,much theori,0.6428571428571429,0.5625
Student143,M,0.2,appreci guest lectur industri profession data scienc cours,0.5,0.525
Student144,M,0.4,find data scienc cours materi engag relev,0.7142857142857143,0.65
Student145,F,0.2,use like enjoy journey learn five week instructor clear taught interestingli thank look poi cheer profession,0.0,0.0375
Student146,M,0.7,need practic session,0.14285714285714285,0.15
Student147,M,0.4,wish interact session data scienc cours,0.7857142857142857,0.8125
Student148,M,0.7666666666666667,poor cours overal much meat introduct subject could given one hour lesson,0.42857142857142855,0.3875
Student149,M,0.8666666666666667,cours consist someon would sign entir certif cours suitabl recruit tool certif program watch video absolut wast time,0.9285714285714286,0.8875
Student150,F,0.1,throughli enjoy cours fact everyth explain thoroughli alway enjoy dr white person experi data scienc well data scientist point view,0.7142857142857143,0.7375
Student151,M,0.5,use like enjoy journey learn five week instructor clear taught interestingli thank look poi cheer profession,0.5714285714285714,0.55
Student152,F,0.8,wish interact session data scienc cours,0.6428571428571429,0.6375
Student153,F,0.9,throughli enjoy cours fact everyth explain thoroughli alway enjoy dr white person experi data scienc well data scientist point view,0.07142857142857142,0.0625
Student154,F,0.9,data scienc cours content comprehens well structur,0.21428571428571427,0.3
Student155,M,0.4666666666666667,data scienc lab session provid valuabl hand experi,0.7142857142857143,0.6375
Student156,F,0.4,would like resourc self studi data scienc,0.21428571428571427,0.25
Student157,M,0.3,terrif introduct data scienc cours never expect extrem excit qualiti content speaker honest attempt make cours interest,0.7142857142857143,0.6875
Student158,M,0.3,data scienc cours content comprehens well structur,0.42857142857142855,0.4
Student159,F,0.13333333333333333,interest topic,0.2857142857142857,0.3625
Student160,F,0.1,find data scienc cours materi engag relev,0.7857142857142857,0.6875
Student161,F,0.6,throughli enjoy cours fact everyth explain thoroughli alway enjoy dr white person experi data scienc well data scientist point view,0.7142857142857143,0.65
Student162,F,0.9666666666666667,poor cours overal much meat introduct subject could given one hour lesson,0.2857142857142857,0.2875
Student163,F,0.4666666666666667,appreci guest lectur industri profession data scienc cours,0.42857142857142855,0.375
Student164,F,0.26666666666666666,wish interact session data scienc cours,0.7857142857142857,0.7625
Student165,M,0.5,use like enjoy journey learn five week instructor clear taught interestingli thank look poi cheer profession,1.0,0.9
Student166,M,0.9,like cours much way organis collect differ data scientist opinion topic make valuabl one start road data scienc,0.07142857142857142,0.15
Student167,F,1.0,terrif introduct data scienc cours never expect extrem excit qualiti content speaker honest attempt make cours interest,0.5,0.5125
Student168,M,0.1,find practic exercis data scienc help,0.35714285714285715,0.375
Student169,M,0.8,terrif introduct data scienc cours never expect extrem excit qualiti content speaker honest attempt make cours interest,0.2857142857142857,0.3375
Student170,M,0.3333333333333333,data scienc lab session provid valuabl hand experi,1.0,0.975
Student171,M,0.5333333333333333,wish interact session data scienc cours,0.7857142857142857,0.7
Student172,M,0.6666666666666666,enjoy lectur,0.0,0.1125
Student173,F,0.0,need practic session,0.9285714285714286,0.9125
Student174,F,0.26666666666666666,interest topic,0.07142857142857142,0.175
Student175,M,0.36666666666666664,poor cours overal much meat introduct subject could given one hour lesson,0.35714285714285715,0.3625
Student176,M,0.7333333333333333,find data scienc cours materi engag relev,0.35714285714285715,0.3125
Student177,F,0.36666666666666664,like cours much way organis collect differ data scientist opinion topic make valuabl one start road data scienc,0.8571428571428571,0.75
Student178,F,0.3,throughli enjoy cours fact everyth explain thoroughli alway enjoy dr white person experi data scienc well data scientist point view,0.7142857142857143,0.7
Student179,M,0.26666666666666666,terrif introduct data scienc cours never expect extrem excit qualiti content speaker honest attempt make cours interest,0.5714285714285714,0.5625
Student180,F,0.6666666666666666,interest topic,0.7142857142857143,0.7375
Student181,F,0.8333333333333334,data scienc assign challeng reward,0.35714285714285715,0.4125
Student182,M,0.9666666666666667,cours consist someon would sign entir certif cours suitabl recruit tool certif program watch video absolut wast time,0.0,0.0
Student183,M,0.8,good fundament knowledg data scienc data scientist also inspir young peopl like get readi step world data scienc,0.7857142857142857,0.8
Student184,F,0.6333333333333333,use like enjoy journey learn five week instructor clear taught interestingli thank look poi cheer profession,0.42857142857142855,0.4875
Student185,M,0.5,great cours,0.7857142857142857,0.8
Student186,M,0.4,terrif introduct data scienc cours never expect extrem excit qualiti content speaker honest attempt make cours interest,0.14285714285714285,0.2375
Student188,M,0.5666666666666667,interest topic,0.35714285714285715,0.4
Student189,F,0.1,enjoy learn data scienc applic,0.14285714285714285,0.2375
Student190,M,0.6,find data scienc cours materi engag relev,0.14285714285714285,0.1625
Student191,F,0.8,good fundament knowledg data scienc data scientist also inspir young peopl like get readi step world data scienc,0.8571428571428571,0.75
Student192,M,0.4,enjoy learn data scienc applic,0.5,0.5625
Student193,M,0.9,good fundament knowledg data scienc data scientist also inspir young peopl like get readi step world data scienc,0.35714285714285715,0.4375
Student194,M,0.9,instructor explan data scienc lectur clear easi understand,0.07142857142857142,0.0875
Student195,M,0.4,great cours,0.14285714285714285,0.1375
Student196,M,0.36666666666666664,find practic exercis data scienc help,0.7857142857142857,0.7125
Student197,M,0.7666666666666667,appreci guest lectur industri profession data scienc cours,1.0,0.9375
Student198,M,0.9,use like enjoy journey learn five week instructor clear taught interestingli thank look poi cheer profession,0.35714285714285715,0.425
Student199,M,0.0,data scienc cours content comprehens well structur,0.9285714285714286,0.8375
Student200,F,0.03333333333333333,much theori,0.9285714285714286,0.925
Student201,F,0.06666666666666667,data scienc lab session provid valuabl hand experi,0.42857142857142855,0.4125
Student202,F,0.7,interest topic,0.21428571428571427,0.1875
Student203,F,0.6666666666666666,interest topic,0.5,0.5
Student204,F,0.8666666666666667,learn experi beginn d instructor cours simplifi content made could easili understand tool materi help start,0.14285714285714285,0.1375
Student205,M,0.6666666666666666,data scienc cours content comprehens well structur,0.9285714285714286,0.85
Student206,M,0.7,data scienc assign challeng reward,0.35714285714285715,0.3625
Student207,M,0.4,cours consist someon would sign entir certif cours suitabl recruit tool certif program watch video absolut wast time,0.42857142857142855,0.425
Student208,M,0.36666666666666664,good fundament knowledg data scienc data scientist also inspir young peopl like get readi step world data scienc,0.5,0.475
Student209,F,0.5,terrif introduct data scienc cours never expect extrem excit qualiti content speaker honest attempt make cours interest,0.7142857142857143,0.65
Student210,F,0.43333333333333335,find data scienc cours materi engag relev,1.0,0.9125
Student211,F,0.7666666666666667,data scienc assign challeng reward,0.21428571428571427,0.2125
Student212,F,0.43333333333333335,like cours much way organis collect differ data scientist opinion topic make valuabl one start road data scienc,0.2857142857142857,0.275
Student213,M,0.5333333333333333,terrif introduct data scienc cours never expect extrem excit qualiti content speaker honest attempt make cours interest,0.35714285714285715,0.35
Student214,M,0.13333333333333333,learn experi beginn d instructor cours simplifi content made could easili understand tool materi help start,0.0,0.1
Student215,M,0.16666666666666666,interest topic,0.7857142857142857,0.7875
Student216,F,0.8666666666666667,enjoy lectur,0.5714285714285714,0.5875
Student217,F,0.3,much theori,0.14285714285714285,0.1625
Student218,M,0.8666666666666667,poor cours overal much meat introduct subject could given one hour lesson,0.07142857142857142,0.075
Student219,M,0.7,instructor explan data scienc lectur clear easi understand,0.7142857142857143,0.725
Student220,M,0.26666666666666666,find data scienc cours materi engag relev,0.42857142857142855,0.4375
Student221,F,0.8333333333333334,appreci guest lectur industri profession data scienc cours,0.7142857142857143,0.7125
Student223,M,0.1,wish interact session data scienc cours,0.9285714285714286,0.9
Student224,F,0.7333333333333333,much theori,0.21428571428571427,0.25
Student225,M,0.2,interest topic,0.21428571428571427,0.25
Student226,M,0.3333333333333333,would like resourc self studi data scienc,0.6428571428571429,0.625
Student227,M,0.8666666666666667,wish interact session data scienc cours,1.0,0.975
Student228,F,0.16666666666666666,poor cours overal much meat introduct subject could given one hour lesson,0.5714285714285714,0.5
Student229,F,0.5,find data scienc cours materi engag relev,0.42857142857142855,0.375
Student230,F,0.5,would like resourc self studi data scienc,0.5714285714285714,0.55
Student231,F,0.7666666666666667,great cours,0.0,0.0
Student232,F,0.7666666666666667,throughli enjoy cours fact everyth explain thoroughli alway enjoy dr white person experi data scienc well data scientist point view,0.14285714285714285,0.2375
Student233,M,0.9333333333333333,great cours,0.6428571428571429,0.6625
Student234,M,0.4,data scienc cours content comprehens well structur,0.7142857142857143,0.6625
Student235,F,0.8333333333333334,instructor explan data scienc lectur clear easi understand,0.6428571428571429,0.575
Student236,F,0.36666666666666664,much theori,0.8571428571428571,0.775
Student237,M,0.9333333333333333,cours consist someon would sign entir certif cours suitabl recruit tool certif program watch video absolut wast time,0.7857142857142857,0.7875
Student239,F,0.8666666666666667,much theori,0.35714285714285715,0.4
Student240,F,0.03333333333333333,enjoy learn data scienc applic,0.9285714285714286,0.8375
Student241,F,0.6666666666666666,data scienc assign challeng reward,0.7142857142857143,0.7125
Student242,M,0.4,learn experi beginn d instructor cours simplifi content made could easili understand tool materi help start,0.8571428571428571,0.7875
Student243,F,0.0,wish interact session data scienc cours,0.0,0.0625
Student244,M,0.3,data scienc assign challeng reward,0.9285714285714286,0.85
Student245,F,0.8333333333333334,instructor explan data scienc lectur clear easi understand,0.2857142857142857,0.375
Student246,F,0.9666666666666667,find data scienc cours materi engag relev,0.9285714285714286,0.8625
Student247,M,0.9,appreci guest lectur industri profession data scienc cours,0.21428571428571427,0.3
Student248,M,0.9333333333333333,need practic session,0.9285714285714286,0.9125
Student249,F,0.3,find data scienc cours materi engag relev,0.21428571428571427,0.2
Student250,M,0.9666666666666667,find data scienc cours materi engag relev,0.9285714285714286,0.9125
Student251,M,0.9,need practic session,0.9285714285714286,0.8375
Student252,M,0.9333333333333333,cours consist someon would sign entir certif cours suitabl recruit tool certif program watch video absolut wast time,0.7857142857142857,0.7375
Student254,F,0.3333333333333333,much theori,0.9285714285714286,0.825
Student255,F,0.26666666666666666,use like enjoy journey learn five week instructor clear taught interestingli thank look poi cheer profession,0.2857142857142857,0.2875
Student256,F,0.1,poor cours overal much meat introduct subject could given one hour lesson,0.42857142857142855,0.375
Student257,M,0.5333333333333333,much theori,0.0,0.125
Student258,F,0.6,enjoy lectur,0.7142857142857143,0.65
Student259,F,0.3,enjoy learn data scienc applic,0.9285714285714286,0.875
Student260,F,0.4,would like resourc self studi data scienc,1.0,0.8875
Student261,M,1.0,enjoy learn data scienc applic,0.5714285714285714,0.5875
Student262,M,0.03333333333333333,nice cours piec nice inform taught profession content relat practic applic concept increas interest proceed,0.5,0.5125
Student263,F,0.26666666666666666,terrif introduct data scienc cours never expect extrem excit qualiti content speaker honest attempt make cours interest,0.42857142857142855,0.4
Student264,M,0.2,nice cours piec nice inform taught profession content relat practic applic concept increas interest proceed,1.0,0.875
Student265,M,0.8333333333333334,data scienc cours content comprehens well structur,0.6428571428571429,0.675
Student266,F,0.3,poor cours overal much meat introduct subject could given one hour lesson,0.07142857142857142,0.1
Student267,M,0.36666666666666664,poor cours overal much meat introduct subject could given one hour lesson,0.7142857142857143,0.6625
Student268,M,1.0,great cours,0.35714285714285715,0.4375
Student269,F,0.7,appreci guest lectur industri profession data scienc cours,0.9285714285714286,0.8625
Student270,F,0.6333333333333333,great cours,0.21428571428571427,0.2125
Student272,F,0.1,terrif introduct data scienc cours never expect extrem excit qualiti content speaker honest attempt make cours interest,0.8571428571428571,0.7625
Student273,M,0.36666666666666664,interest topic,0.5,0.45
Student274,M,0.36666666666666664,nice cours piec nice inform taught profession content relat practic applic concept increas interest proceed,0.9285714285714286,0.9
Student275,F,0.7333333333333333,learn experi beginn d instructor cours simplifi content made could easili understand tool materi help start,0.21428571428571427,0.2625
Student276,M,0.23333333333333334,cours consist someon would sign entir certif cours suitabl recruit tool certif program watch video absolut wast time,0.14285714285714285,0.125
Student277,M,0.6333333333333333,terrif introduct data scienc cours never expect extrem excit qualiti content speaker honest attempt make cours interest,0.7142857142857143,0.725
Student278,M,0.43333333333333335,poor cours overal much meat introduct subject could given one hour lesson,1.0,0.9
Student279,F,0.2,data scienc assign challeng reward,0.2857142857142857,0.275
Student280,M,0.06666666666666667,learn experi beginn d instructor cours simplifi content made could easili understand tool materi help start,0.8571428571428571,0.75
Student281,M,0.9,find practic exercis data scienc help,0.5714285714285714,0.625
Student282,M,0.9,would like resourc self studi data scienc,0.6428571428571429,0.6
Student283,F,0.8,throughli enjoy cours fact everyth explain thoroughli alway enjoy dr white person experi data scienc well data scientist point view,0.14285714285714285,0.2375
Student284,F,0.9,wish interact session data scienc cours,1.0,1.0
Student285,F,0.6,terrif introduct data scienc cours never expect extrem excit qualiti content speaker honest attempt make cours interest,0.5714285714285714,0.5125
Student286,M,0.43333333333333335,terrif introduct data scienc cours never expect extrem excit qualiti content speaker honest attempt make cours interest,0.21428571428571427,0.2125
Student287,F,0.6,interest topic,0.7857142857142857,0.8125
Student288,F,0.3,data scienc assign challeng reward,0.6428571428571429,0.5625
Student289,M,0.36666666666666664,appreci guest lectur industri profession data scienc cours,0.21428571428571427,0.2125
Student290,F,0.9333333333333333,great cours,0.07142857142857142,0.1
Student291,M,0.5666666666666667,terrif introduct data scienc cours never expect extrem excit qualiti content speaker honest attempt make cours interest,0.7857142857142857,0.75
Student292,M,0.6,data scienc cours content comprehens well structur,0.5,0.4625
Student293,M,0.7666666666666667,need practic session,0.21428571428571427,0.3125
Student294,M,0.5666666666666667,learn experi beginn d instructor cours simplifi content made could easili understand tool materi help start,0.14285714285714285,0.1875
Student295,M,0.4,data scienc lab session provid valuabl hand experi,0.8571428571428571,0.7625
Student296,F,0.5333333333333333,enjoy learn data scienc applic,0.14285714285714285,0.25
Student297,M,0.6666666666666666,instructor explan data scienc lectur clear easi understand,0.0,0.0875
Student298,M,0.7666666666666667,data scienc lab session provid valuabl hand experi,0.5,0.4875
Student299,M,0.16666666666666666,enjoy learn data scienc applic,0.8571428571428571,0.75
Student300,M,0.9666666666666667,like cours much way organis collect differ data scientist opinion topic make valuabl one start road data scienc,0.7142857142857143,0.6875
Student301,M,0.5,interest topic,0.2857142857142857,0.275
Student302,M,0.5666666666666667,instructor explan data scienc lectur clear easi understand,0.2857142857142857,0.2875
Student303,M,0.9,data scienc lab session provid valuabl hand experi,0.8571428571428571,0.8625
Student304,F,0.26666666666666666,like cours much way organis collect differ data scientist opinion topic make valuabl one start road data scienc,0.21428571428571427,0.275
Student305,F,0.9666666666666667,data scienc cours content comprehens well structur,0.8571428571428571,0.8375
Student306,F,0.4,wish interact session data scienc cours,0.7857142857142857,0.8125
Student307,M,0.1,learn experi beginn d instructor cours simplifi content made could easili understand tool materi help start,0.9285714285714286,0.9
Student308,F,0.4,enjoy lectur,0.2857142857142857,0.3
Student309,F,0.06666666666666667,great cours,0.7857142857142857,0.6875
Student310,M,0.1,poor cours overal much meat introduct subject could given one hour lesson,0.2857142857142857,0.35
Student311,F,0.6,need practic session,0.5714285714285714,0.625
Student312,M,0.7666666666666667,find data scienc cours materi engag relev,0.7142857142857143,0.725
Student313,M,0.0,appreci guest lectur industri profession data scienc cours,0.35714285714285715,0.4
Student314,M,0.0,enjoy lectur,0.8571428571428571,0.875
Student315,M,0.26666666666666666,like cours much way organis collect differ data scientist opinion topic make valuabl one start road data scienc,0.5714285714285714,0.525
Student316,F,0.7333333333333333,much theori,0.5,0.5
Student317,M,0.8,would like resourc self studi data scienc,0.14285714285714285,0.2
Student318,F,0.06666666666666667,interest topic,0.07142857142857142,0.1
Student319,F,0.06666666666666667,data scienc assign challeng reward,0.35714285714285715,0.425
